panel,cell,index,U,Y,tau,F
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,215,0.66875,0.3105468749999999,40.0,0.23333333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,216,0.7104166666666667,0.30794270833333337,40.0,0.2416666666666667
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,217,0.6854166666666666,0.28450520833333326,40.0,0.20833333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,218,0.6958333333333332,0.3033854166666665,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,219,0.6916666666666667,0.2884114583333335,40.0,0.20833333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,220,0.7145833333333331,0.3072916666666664,40.0,0.29999999999999993
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,221,0.6770833333333335,0.3033854166666671,40.0,0.21666666666666665
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,222,0.7124999999999999,0.2832031249999999,40.0,0.275
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,223,0.65625,0.345703125,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,224,0.6625000000000002,0.3046875,40.0,0.32499999999999996
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,225,0.6687500000000002,0.3144531250000002,40.0,0.2333333333333333
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,226,0.7041666666666667,0.30989583333333337,40.0,0.275
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,227,0.6666666666666666,0.31380208333333337,40.0,0.24166666666666664
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,228,0.6958333333333334,0.28580729166666674,40.0,0.2666666666666667
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,229,0.70625,0.2910156250000001,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,230,0.6500000000000001,0.2988281250000001,40.0,0.25
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,231,0.68125,0.2890625000000001,40.0,0.275
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,232,0.6916666666666665,0.30403645833333326,40.0,0.29166666666666663
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,233,0.6833333333333336,0.29947916666666696,40.0,0.275
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,234,0.7020833333333334,0.31705729166666674,40.0,0.23333333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,235,0.7041666666666667,0.29622395833333337,40.0,0.27499999999999997
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,236,0.6604166666666668,0.3138020833333335,40.0,0.23333333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,237,0.6916666666666665,0.29817708333333304,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,238,0.69375,0.32421875,40.0,0.2333333333333333
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,239,0.7187500000000002,0.3066406250000002,40.0,0.225
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,240,0.7125000000000001,0.3144531250000001,40.0,0.25833333333333336
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,241,0.6604166666666667,0.33919270833333337,40.0,0.27499999999999997
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,242,0.6770833333333335,0.33854166666666696,40.0,0.25833333333333336
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,243,0.7083333333333335,0.27018229166666674,40.0,0.29166666666666663
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,244,0.7375000000000002,0.27539062500000033,40.0,0.24166666666666664
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,245,0.6895833333333334,0.34440104166666674,40.0,0.23333333333333334
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,246,0.6937499999999999,0.2773437499999998,40.0,0.29166666666666663
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,247,0.6979166666666666,0.29036458333333337,40.0,0.25833333333333336
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,248,0.6979166666666665,0.29231770833333315,40.0,0.275
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,249,0.66875,0.3281249999999999,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,250,0.6833333333333332,0.2936197916666665,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,251,0.7020833333333334,0.30143229166666674,40.0,0.26666666666666666
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,252,0.7041666666666666,0.28059895833333315,40.0,0.175
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,253,0.7312500000000001,0.2773437500000002,40.0,0.24999999999999994
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,254,0.6708333333333336,0.29361979166666685,40.0,0.27499999999999997
FLEX-INIT,8_to_12.ACTIVE_CONTINUATION,255,0.7166666666666666,0.28841145833333326,40.0,0.2166666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,0,0.6958333333333334,0.28190104166666674,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,1,0.6729166666666668,0.30208333333333326,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,2,0.6750000000000002,0.3164062500000002,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,3,0.7312500000000001,0.26953125,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,4,0.6833333333333332,0.3190104166666665,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,5,0.6875000000000002,0.2890625000000001,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,6,0.6145833333333334,0.36588541666666663,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,7,0.6604166666666665,0.35872395833333326,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,8,0.6625,0.3125,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,9,0.7333333333333333,0.27213541666666663,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,10,0.6958333333333333,0.29752604166666663,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,11,0.6958333333333334,0.31705729166666674,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,12,0.7270833333333334,0.28971354166666663,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,13,0.6833333333333333,0.29947916666666663,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,14,0.7270833333333333,0.27604166666666674,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,15,0.66875,0.3339843749999999,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,16,0.6770833333333331,0.32096354166666663,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,17,0.6895833333333334,0.32486979166666674,40.0,0.2916666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,18,0.6874999999999998,0.31445312499999956,40.0,0.22499999999999995
FLEX-INIT,8_to_12.NEW_EPOCH,19,0.66875,0.3203124999999998,40.0,0.2916666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,20,0.6666666666666666,0.30794270833333326,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,21,0.7104166666666665,0.27083333333333315,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,22,0.6791666666666667,0.3235677083333335,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,23,0.6854166666666665,0.30598958333333304,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,24,0.6583333333333333,0.32291666666666663,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,25,0.6833333333333333,0.33268229166666674,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,26,0.6979166666666666,0.29622395833333315,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,27,0.7437499999999999,0.2910156249999999,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,28,0.6916666666666667,0.3528645833333335,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,29,0.6583333333333333,0.33463541666666663,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,30,0.6791666666666666,0.32747395833333326,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,31,0.6833333333333333,0.31119791666666674,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,32,0.7041666666666668,0.2688802083333337,40.0,0.2416666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,33,0.6875000000000001,0.3300781250000001,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,34,0.7020833333333334,0.29752604166666663,40.0,0.2666666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,35,0.6874999999999999,0.3046874999999999,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,36,0.6895833333333334,0.33854166666666674,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,37,0.7416666666666668,0.2688802083333335,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,38,0.6937499999999999,0.2949218749999999,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,39,0.6895833333333331,0.3190104166666665,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,40,0.7020833333333332,0.2740885416666665,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,41,0.6666666666666667,0.31770833333333326,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,42,0.6749999999999997,0.31445312499999967,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,43,0.6604166666666665,0.32747395833333315,40.0,0.25000000000000006
FLEX-INIT,8_to_12.NEW_EPOCH,44,0.61875,0.365234375,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,45,0.7208333333333334,0.27213541666666685,40.0,0.2166666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,46,0.7020833333333334,0.28580729166666663,40.0,0.27499999999999997
FLEX-INIT,8_to_12.NEW_EPOCH,47,0.6833333333333333,0.2819010416666664,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,48,0.7312499999999997,0.2734374999999998,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,49,0.6729166666666667,0.32356770833333337,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,50,0.6770833333333333,0.3151041666666664,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,51,0.61875,0.3671874999999998,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,52,0.6833333333333331,0.2994791666666665,40.0,0.2166666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,53,0.6791666666666664,0.31575520833333304,40.0,0.22499999999999995
FLEX-INIT,8_to_12.NEW_EPOCH,54,0.6708333333333333,0.30729166666666663,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,55,0.7041666666666668,0.29036458333333337,40.0,0.2666666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,56,0.6562500000000001,0.302734375,40.0,0.29166666666666663
FLEX-INIT,8_to_12.NEW_EPOCH,57,0.6729166666666665,0.32552083333333315,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,58,0.7020833333333332,0.2740885416666665,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,59,0.6604166666666667,0.32161458333333326,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,60,0.6854166666666666,0.28645833333333304,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,61,0.6833333333333332,0.2877604166666663,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,62,0.6833333333333333,0.32291666666666663,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,63,0.6791666666666667,0.30403645833333337,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,64,0.6833333333333333,0.32291666666666674,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,65,0.6958333333333335,0.28580729166666685,40.0,0.2666666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,66,0.6916666666666667,0.29622395833333337,40.0,0.22499999999999995
FLEX-INIT,8_to_12.NEW_EPOCH,67,0.6833333333333333,0.3033854166666665,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,68,0.6729166666666668,0.2981770833333336,40.0,0.31666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,69,0.6708333333333333,0.3190104166666665,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,70,0.6958333333333334,0.30729166666666663,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,71,0.7166666666666668,0.26106770833333337,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,72,0.6958333333333331,0.3014322916666664,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,73,0.6687499999999998,0.3339843749999999,40.0,0.2916666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,74,0.6770833333333334,0.31901041666666685,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,75,0.6895833333333332,0.2779947916666664,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,76,0.64375,0.33203125,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,77,0.7104166666666666,0.28645833333333326,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,78,0.7229166666666665,0.27278645833333315,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,79,0.6770833333333334,0.30729166666666663,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,80,0.6999999999999998,0.2656249999999999,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,81,0.6916666666666668,0.3079427083333335,40.0,0.20833333333333331
FLEX-INIT,8_to_12.NEW_EPOCH,82,0.6791666666666665,0.30403645833333315,40.0,0.33333333333333337
FLEX-INIT,8_to_12.NEW_EPOCH,83,0.6791666666666668,0.3177083333333337,40.0,0.19166666666666668
FLEX-INIT,8_to_12.NEW_EPOCH,84,0.625,0.345703125,40.0,0.2833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,85,0.6854166666666667,0.31380208333333337,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,86,0.6895833333333334,0.29166666666666685,40.0,0.24999999999999994
FLEX-INIT,8_to_12.NEW_EPOCH,87,0.6770833333333334,0.32486979166666674,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,88,0.6562499999999999,0.3261718750000001,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,89,0.6666666666666667,0.3177083333333336,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,90,0.6604166666666667,0.36848958333333326,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,91,0.6874999999999999,0.328125,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,92,0.7104166666666667,0.2591145833333336,40.0,0.3
FLEX-INIT,8_to_12.NEW_EPOCH,93,0.7145833333333333,0.28971354166666674,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,94,0.6500000000000002,0.3398437500000001,40.0,0.27499999999999997
FLEX-INIT,8_to_12.NEW_EPOCH,95,0.6541666666666666,0.33333333333333337,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,96,0.7187500000000002,0.30273437500000033,40.0,0.30833333333333335
FLEX-INIT,8_to_12.NEW_EPOCH,97,0.6541666666666666,0.32747395833333326,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,98,0.6541666666666666,0.33723958333333326,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,99,0.6583333333333332,0.3385416666666665,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,100,0.6854166666666668,0.3079427083333335,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,101,0.6958333333333334,0.29947916666666674,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,102,0.6562500000000001,0.3105468750000001,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,103,0.6291666666666667,0.32747395833333326,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,104,0.6979166666666667,0.28059895833333326,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,105,0.6812499999999999,0.3261718749999999,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,106,0.6562499999999998,0.32031249999999967,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,107,0.7104166666666667,0.28450520833333337,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,108,0.6416666666666666,0.31966145833333337,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,109,0.65,0.349609375,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,110,0.6979166666666665,0.30013020833333315,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,111,0.6645833333333334,0.32486979166666663,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,112,0.7416666666666667,0.27864583333333326,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,113,0.7229166666666665,0.28059895833333315,40.0,0.22499999999999995
FLEX-INIT,8_to_12.NEW_EPOCH,114,0.7187499999999999,0.2734374999999999,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,115,0.6770833333333333,0.3014322916666665,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,116,0.6854166666666666,0.29622395833333315,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,117,0.6958333333333333,0.29557291666666663,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,118,0.7166666666666667,0.28645833333333326,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,119,0.6604166666666667,0.3411458333333335,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,120,0.68125,0.3027343749999998,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,121,0.6999999999999998,0.2832031249999998,40.0,0.27499999999999997
FLEX-INIT,8_to_12.NEW_EPOCH,122,0.7208333333333333,0.2701822916666665,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,123,0.7208333333333333,0.29361979166666674,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,124,0.6854166666666667,0.30208333333333337,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,125,0.6895833333333333,0.33072916666666663,40.0,0.3083333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,126,0.68125,0.2890624999999998,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,127,0.7083333333333333,0.27799479166666663,40.0,0.20833333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,128,0.7333333333333332,0.2721354166666664,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,129,0.6645833333333333,0.32877604166666663,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,130,0.7312500000000002,0.2851562500000001,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,131,0.6958333333333335,0.30338541666666696,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,132,0.7,0.3281250000000001,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,133,0.6624999999999999,0.3222656249999998,40.0,0.30833333333333335
FLEX-INIT,8_to_12.NEW_EPOCH,134,0.68125,0.2988281249999999,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,135,0.7333333333333332,0.27018229166666674,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,136,0.7166666666666666,0.27669270833333337,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,137,0.6854166666666666,0.28059895833333326,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,138,0.6916666666666667,0.27473958333333337,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,139,0.6895833333333332,0.30338541666666663,40.0,0.24999999999999994
FLEX-INIT,8_to_12.NEW_EPOCH,140,0.6895833333333332,0.3190104166666665,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,141,0.7145833333333333,0.2662760416666665,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,142,0.6937500000000001,0.2851562499999999,40.0,0.27499999999999997
FLEX-INIT,8_to_12.NEW_EPOCH,143,0.6958333333333333,0.2994791666666665,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,144,0.7125000000000001,0.2753906250000001,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,145,0.6854166666666667,0.31770833333333337,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,146,0.6854166666666667,0.31380208333333326,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,147,0.6875,0.30859375,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,148,0.7041666666666668,0.2727864583333335,40.0,0.18333333333333332
FLEX-INIT,8_to_12.NEW_EPOCH,149,0.6583333333333334,0.3287760416666665,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,150,0.6708333333333333,0.34049479166666663,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,151,0.7166666666666667,0.27083333333333337,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,152,0.7208333333333332,0.27994791666666663,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,153,0.7437500000000001,0.27734375,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,154,0.7625,0.2617187499999999,40.0,0.2916666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,155,0.68125,0.30078125,40.0,0.24999999999999994
FLEX-INIT,8_to_12.NEW_EPOCH,156,0.7041666666666666,0.29622395833333326,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,157,0.6770833333333331,0.3444010416666664,40.0,0.2
FLEX-INIT,8_to_12.NEW_EPOCH,158,0.6854166666666667,0.3079427083333335,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,159,0.69375,0.2792968749999999,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,160,0.7,0.2812500000000001,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,161,0.6645833333333333,0.31119791666666663,40.0,0.3
FLEX-INIT,8_to_12.NEW_EPOCH,162,0.6791666666666665,0.29231770833333315,40.0,0.24999999999999994
FLEX-INIT,8_to_12.NEW_EPOCH,163,0.6750000000000002,0.3222656250000001,40.0,0.2916666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,164,0.6958333333333334,0.29557291666666674,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,165,0.7187500000000001,0.2871093750000001,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,166,0.7145833333333337,0.27799479166666696,40.0,0.275
FLEX-INIT,8_to_12.NEW_EPOCH,167,0.6729166666666668,0.33333333333333337,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,168,0.7020833333333334,0.2916666666666665,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,169,0.6708333333333333,0.30533854166666663,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,170,0.6291666666666668,0.3274739583333336,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,171,0.73125,0.2597656249999999,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,172,0.6520833333333333,0.31315104166666674,40.0,0.24999999999999994
FLEX-INIT,8_to_12.NEW_EPOCH,173,0.6624999999999999,0.3242187499999999,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,174,0.73125,0.2929687499999999,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,175,0.6833333333333332,0.3111979166666665,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,176,0.7250000000000001,0.2988281250000002,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,177,0.6916666666666668,0.3079427083333335,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,178,0.6958333333333331,0.2936197916666665,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,179,0.6770833333333333,0.3053385416666665,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,180,0.6729166666666668,0.3040364583333335,40.0,0.175
FLEX-INIT,8_to_12.NEW_EPOCH,181,0.6979166666666664,0.28059895833333304,40.0,0.2166666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,182,0.7208333333333334,0.27994791666666674,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,183,0.68125,0.3300781250000001,40.0,0.21666666666666665
FLEX-INIT,8_to_12.NEW_EPOCH,184,0.6729166666666667,0.2884114583333335,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,185,0.6916666666666665,0.30794270833333326,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,186,0.6625,0.3124999999999998,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,187,0.7125000000000001,0.2675781250000002,40.0,0.2666666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,188,0.6583333333333333,0.33072916666666663,40.0,0.25833333333333336
FLEX-INIT,8_to_12.NEW_EPOCH,189,0.7041666666666668,0.3040364583333337,40.0,0.2833333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,190,0.6854166666666668,0.3294270833333335,40.0,0.225
FLEX-INIT,8_to_12.NEW_EPOCH,191,0.6687499999999998,0.2871093749999999,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,192,0.6604166666666669,0.2903645833333335,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,193,0.7187500000000001,0.2792968750000001,40.0,0.2416666666666667
FLEX-INIT,8_to_12.NEW_EPOCH,194,0.6791666666666665,0.28645833333333304,40.0,0.2333333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,195,0.6895833333333333,0.2858072916666665,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,196,0.6729166666666666,0.31380208333333326,40.0,0.26666666666666666
FLEX-INIT,8_to_12.NEW_EPOCH,197,0.6937499999999999,0.29296875,40.0,0.2583333333333333
FLEX-INIT,8_to_12.NEW_EPOCH,198,0.6375000000000002,0.3281250000000001,40.0,0.23333333333333334
FLEX-INIT,8_to_12.NEW_EPOCH,199,0.6979166666666667,0.29817708333333337,40.0,0.25
FLEX-INIT,8_to_12.NEW_EPOCH,200,0.7124999999999998,0.28320312499999967,40.0,0.18333333333333332
FLEX-INIT,8_to_12.NEW_EPOCH,201,0.6541666666666667,0.3255208333333335,40.0,0.24166666666666664
FLEX-INIT,8_to_12.NEW_EPOCH,202,0.6791666666666667,0.29036458333333337,40.0,0.29999999999999993
FLEX-INIT,8_to_12.NEW_EPOCH,203,0.7041666666666668,0.2923177083333337,40.0,0.24166666666666664
